,company,bbb_company_id,phone,user_rating_out_of_5,customer_review_1_date,customer_review_1,business_review_resposne_1_date,buisness_review_resposne_1
1019,Carvana LLC,1126-1000037076,8003334554,1,03/14/2023,I have been waiting a month for a car second delay cause they still have yet to ship the vehicle I tried calling them and of course I cant get a straight answer you ask them wheres the vehicle now and its I dont know well can you call the place its supposed to be o they wont tell me if its there or not I really need this vehicle I cant really cancel it and this is the second car Im getting from them the first one was on time the only issue was the delivery truck broke down so I picked it up this is crazy someone needs to do something about it that is very bad business I would not recommend to friends Id just tell them ya get one from them if you dont need it for a month or two Im very upset,no response,No response
1020,Carvana LLC,1126-1000037076,8003334554,1,03/14/2023,"MUST READ.150 point inspection is BSI tested a 2011 corvette for 2weeks as I found all rotors and breaks squealed real loud, I was in the process of getting the replaced, but we couldnt get the lug nuts off so I had to go to ***** dealer and as luck would have it the dealer told me he couldnt read the OB2 codes and thats were the fun started I returned the car, as Carvana stated on the phone with me as stating the 150 point inspection is not 100% accurate.  Carvana rep quoted  not everything is checked under the 150 inspection I find this unethical and needs to be dealt with I will be getting a lawyer involved as to how you can actually state that you have a policy but dont abide by it.This transaction is 100% true.",no response,No response
1021,Carvana LLC,1126-1000037076,8003334554,1,03/13/2023,"The buying process was very easy and the staff seemed very nice.  However, they outright lied to me.  I was reassured that the brakes were replaced and passed inspection.  Three months later, and after their ***** miles warranty expired, the brakes failed!  Now, I'm stuck with a $1,300 brake bill!  I'm filing a breach of contract lawsuit. What a shame.",no response,No response
1022,Carvana LLC,1126-1000037076,8003334554,1,03/12/2023,The most stressful car buying experience had me a week asking for stuff then told me was good to made put insurance to the car provided me with an appointment to pick up the vehicle dove it to location as they told me to find out by the guy there vehicle its on hold so cancelled everything went from there to my local **** dealer drove out same car brand new in just three ours with a lower monthly payment stay away dont waste your time,no response,No response
1023,Carvana LLC,1126-1000037076,8003334554,1,03/10/2023,"Carvana has lost a customer and we're probably not the only one.  The car was delayed so we had to take off work to pick it up.  When we got there, it wasn't ready and we had to wait quite a while.  The dealership was dirty, the work was sloppy, and nothing was ready.  When we drove it off the lot we noticed that the windshield wipers would need to be replaced which was annoying but not the end of the world so we planned to replace them.  The next morning we go to get in the car and the tire light was on.  The tires are supposed to be inflated to 32 psi.  The back tires were at 42 & 43, the front driver at 34 and the front passenger at 21!  We contacted Carvana and they told us to get in touch with SilverRock their service provider but that we would have to pay a $100 deductible.  It was very clear to us that someone inflated the tire long enough to get it off the lot.  I asked multiple times if they would be willing to waive the deductible considering this was a preexisting issue and they were unwilling to budge.  We took it to a local trusted mechanic and come to find out it was in the interior wall and he confirmed there's almost no chance that they wouldn't have known about it.  Their 150 pt inspection apparently is just a good idea instead of something they actually check.  Also, they left an invoice in the car that shows major work (catalytic converter replaced) was done and the carfax only shows routine maintenance.  Our first experience with Carvana 6 years ago was great but the past several times we've used them they've gotten worse and worse and now with their unwillingness to waive a $100 as the least they could possibly do for all the hassle we are DONE using them and will not recommend them ever again to anyone.  When mentioned to a member of the supervisory team, she couldn't have cared less.",no response,No response
1024,Carvana LLC,1126-1000037076,8003334554,1,03/10/2023,"My husband and I bought a car through Carvana a month ago. When we bought it, it was disclosed to us the the roof was cracked during transport. Carvana reassured us it would get fixed by them.  We were reassured that a work order for the repair would be put in ASAP.   So far nothing!!!!!  We have contacted them 4-5 times over this last month and they just keep giving us the runaround. They keep Sending us to their warranty department, so we have to pay a deductible for a problem they said they would fix on their dime! I would NEVER buy another car through Carvana.  They customer service ***** and they dont own up to their mistakes.  Stay clear!! Id rather go to a dealership and sit there all day and get everything I need from them.   If I could choose a negative star review for Carvana I would.  Carvana is the worst place to ever buy a car.  Theyre a scam!",no response,No response
1025,Carvana LLC,1126-1000037076,8003334554,1,03/10/2023,"Horrible!  Spent days going through the process.  At the end they tell me that I answered my security questions incorrectly and need to wait 6 months to try again!! This is after they already withdrew my down payment from my bank account!!  I answered every question correctly which means their answers were incorrect.  Ever heard of a Notary Carvana?!  The process is trash, the customer service outsourced to an overseas call center is garbage.  Worst car buying experience of my life.  I was trying to avoid the ** that you get at the dealers only to end up with more **.  Their answer?  Give them 10 business days to refund my money.  My question is there anyone else I can speak to?  Answer, I can request a supervisor call you, it may take ***** hours.  Garbage.  How do they withdraw money on a transaction they havent even approved yet?  I hope they get destroyed by this economy.",no response,No response
1026,Carvana LLC,1126-1000037076,8003334554,1,03/09/2023,"My first experience with Carvana was wonderful.. this time around its been a headache! They keep pushing my p/u date back... they couldn't or wouldn't tell me why it was delayed the first time... the 2nd time its because the car needs to be smogged... they had the fuck'n car for 2 fk'n days..and did nothing... the Rep at the ******* location stated that Carvana has changed for the worse...  the rep also stated she has been the only employee at the location for the pass 2 days... no work or anything has been done to any of the cars.  My appointment to p/u my car was at 6;45pm...they sent a fkn email at 5:23 pm.. I was already on the bus headed to the location. Instead of calling they sent a fk'n email... are you kidding me... The rep tried  calling her sup so she could call an uber for me... of course, they didn't p/u. So Im walking around in the dark trying to find the correct bus to catch home. There was another couple there and they were going thru some bs to bc of Carvana. ... They say they are available 24/7 to chat ..thats a lie... Im soooo disappointed in Carvana..",no response,No response
1027,Carvana LLC,1126-1000037076,8003334554,1,03/08/2023,"If I could give zero stars, I would. 3 months going on now and no vehicle, the keep rescheduling. They have no clue what's going on with the vehicle and when repairs will be completed (failed emissions). This c*** of texting the day of pickup to tell you they have to reschedule is ********. This last time I rescheduled for 2 more weeks on top of theirs to give them amble time to get everything right. Then they reschedule on me again. Now I'm supposed to pick up vehicle up 3/10/23 @ 10am and I can't get onto the site to see if anything has changed. If the wife didn't love the truck, I would have told Carvana to **** one. **** poor excuse for a auto dealer..",no response,No response
1028,Carvana LLC,1126-1000037076,8003334554,1,03/08/2023,"I will NVER try to purchase from this company again. I am a single mother who works 6 days a week so I thought using this company would be quick, easy, affordable and an efficient way to buy a car. I have never been more wrong. After two weeks, 5 to 6 phone calls, and countless hours providing information AS WELL as a down payment AND the purchase of car insurance that I was told HAD to been done before getting approved for the car, ** told the none of the information was provided to them. They should be happy I was able to get my money back from my bank or else a lawsuit would have been filled. Absolutely a waste of my time and energy.",no response,No response
1029,Carvana LLC,1126-1000037076,8003334554,1,03/07/2023,"I ordered a 2021 ****** Highlander on February 19, 2023. The car was supposed to be ready by Feb 25, but when scheduling the earliest was March 6, that got changed to the 13th of March.  Now they say the March 18.  We paid cash, paid insurance, and shipping costs are $1,800. As of March 7, 2023 we have nothing to show for our frustration.  I would not recommend my worst enemy to buy from Carvana.",no response,No response
1030,Carvana LLC,1126-1000037076,8003334554,1,03/07/2023,Horrible business. Their inability to deliver when they say they will is mind boggling Ive had it happen 3 times in less than a week.,no response,No response
1031,Carvana LLC,1126-1000037076,8003334554,1,03/06/2023,"I pre-ordered a vehicle and waited for pictures to be uploaded and an inspection to be complete. After a couple weeks those two became available and I purchased the vehicle. I paid the high shipping fee and waited 2 weeks for my appointment. My appointment came around and I arrived, the *********** exactly as the pictures, however once I started the vehicle I noticed a violent shake. While at idle the whole car shook more aggressively than a massage chair. I turned off the vehicle and walked inside and told the rep that I did not want to accept the vehicle because of the shake, he went 'Oh, it wasn't shaking before'. Their claim to ***************** before sale is bull. Not only did they try to sell me a broken car, they took my shipping fee when in reality it shouldn't of even been a vehicle available to ship if they actually took the time to inspect their vehicles as they claim they do, scammers. Take your money and buy a car elsewhere.",no response,No response
1032,Carvana LLC,1126-1000037076,8003334554,1,03/06/2023,"I recently purchased a car with carvana. They have a 100 day, milage capped warranty for engine issues, which turns out my car does need a new gasket and oil pan and I am well under the milage and time cap. I took the car in to one of their in network warranty shops for the 3rd time, but I wasnt able to get the car fixed because I was told a lot of times carvanas warranty company doesnt pay out, or wont approve in time so may have to leave the car there overnight or risk paying out of pocket if they never approve it, or make sure I come in on a Monday so they can directly reach out to the *************** and fight with them. I went to a second in network shop and was told the same thing Carvana boosts about how easy their process is but, as expected, is a scam. They are misleading people with their warranties by saying any issues, just take it in to our in network repair shops yet they dont say that its a whole process that was related to health insurance whatever that means. I will now have to pay out of pocket for my own engine issues as i have reached out to carvana several times and have been told they dont know anything about the warranty company and to contact the warranty company (who then tells me to contact carvana). I have a written estimate on what needs to be repaired.. and those items are explicitly covered by their warranty company (they have a list of what they cover online) yet somehow its a problem to have it fixed on the weekend. I guess Carvana would rather mislead their customers rather than paying for a $400 part. And this is just the experience I have had AFTER getting the car all the stuff before getting the car that happened I just gave them the benefit of the doubt.",no response,No response
1033,Carvana LLC,1126-1000037076,8003334554,4,03/06/2023,"I just bought a ******* Sonata to upgrade the one I presently have. It was delivered today and the process was wonderfully easy. Much of the paperwork had been completed already as the company used my earlier submission information from the application. They paid for my state tax and registration and will do all the paperwork on the remaining items for me.The car was exactly what I expected it to be, was clean, had over a half tank of gas and the man who delivered it in a newer and attractive vehicle took care of every detail. I had to wait two extra weeks after the first delivery date but the car was coming from an extended distance and I was called each time.In the past I've spent hours at a dealership waiting on financing, paperwork and just sitting around much of the time. This time we were finished loading and unloading cars (I traded mine in for $5000 more than the local dealer was offering) in about ***** minutes total.Other than the delays which are understandable given this was an online deal, I was very happy with the process. Even the materials I received to keep were well done, attractive and easy to understand.  I would have given them a five star rating if there hadn't been delays. Very happy with the process overall.",no response,No response
1034,Carvana LLC,1126-1000037076,8003334554,1,03/06/2023,Changed pickup day. Had to do paperwork multiple times. Screwed up car registration: MY name had to match driver's license (no other government ID accepted) but they made up a last name for my husband. Refused to fix the mistake.,no response,No response
1035,Carvana LLC,1126-1000037076,8003334554,1,03/06/2023,"The first car I purchased had extensive damage and they did not disclose that to me. They put me and my two young children in a car that kept losing control of the driver traction, had power steering problems, made lawn mower sounds, could barely turn to the right, and the key didn't work to name a few.After days of complaining and making formal complaints they still did not put us in a safer vehicle. I finally found another car to swap and after one day decided it wasn't the right car only to be informed that you can only swap a car THREE times. Carvana falsely advertises as being simple to use, customer forward, and respectable. However, Carvana is actually not much different than a snake oil seller. They pitch a lie, train their employees to follow a policy that endangers its customers and without any repercussion.I wish I had known these problems before I began the process. Now I am left to deal with the stress and damage that has left my family trying to find good transportation. Carvana preys on the middle and lower class by attempting to sell a promise and service they never accomplish. If you did not have a problem, you are lucky! Not everyone makes it out the same. The problem doesn't lie in how many DID NOT have problems, the problem lies solely on the customers who DID have problems and were not properly and respectfully compensated or helped in emergency situations. If you have dispensable income then Carvana is fine.",no response,No response
1036,Carvana LLC,1126-1000037076,8003334554,1,03/03/2023,"Every single time I talked to someone, I got a different answer. First, down payments were not allowed, then they were but only if the down payment was financed through a different leinholder (so not a down payment just trying to get me to take out two loans) then they were allowed, but my delivery date would have to be changed. Anytime I had an issue the date had to be changed in order to fix it. Then, finally my date comes up, and they have no one to deliver it. I paid two unrefundable delivery charges and was told to either drive 150 miles to pick it up myself or change delivery date with no way of confirming someone would be on staff to deliver even at the new date. Then my car was actually NOT 150 miles away but only 44 miles away. Then it was that cars are not allowed to be picked up but must be delivered so they changed the date. Then it was oh, your car actually can be picked up but you changed the delivery date so now you will have to wait. In the meantime, Im actively paying insurance on this car because they make you get it covered even before they deliver. I wanted to try Carvana to simplify not having to go to a dealer, but I will take the sharks at the worst dealership over this company any day. The advocates you talk to on the app are either all forced to reply with the same recycled messages or theyre all AI, but they promise you theyre real-life humans almost every ten minutes. If youre on chat for too long with one, they might leave the chat unannounced and be replaced by another advocate who will have to start the process you were working on from the beginning no matter how far you were with advocate number one. Had to follow up with their team EVERY DAY UNTIL I WAS IN THE PROCESS. AND EVERY DAY AFTER THAT. an absolute disaster. If you think calling is better than chat, wait times are likely to be 5x longer over the phone, and they will actually start the conversation by telling you to do the chat next time to avoid waiting.",no response,No response
1037,Carvana LLC,1126-1000037076,8003334554,2,03/02/2023,"I have purchased a 2020 Acura MDX through Carvana, and the process was all smooth and i was able to get my car delivered with in the promised time. Everything was good for some days after which when i went for my first car service,and  the services provider(Authorized Acura Dealer) informed me of some missing parts. The Battery cover was missing, the hood that protects the engine inside the bonnet was missing and also the Battery is not a Acura provided Battery rather a third party Battery was replaced by the original owner.After few days the Battery was dead all of a sudden and Acura Dealership is not ready to repair or bear the cost as the Battery was not Acura provided and is not under warranty, so i had ended up paying out of my pocket for the Battery replacement. Recently i got a flat tire and i was unable to replace it with the spare tire as the tool box was also missing. Again i ended up calling a towing service to tow my car and had ended up paying a lot of money out of my pocket. When called to Carvana customer care to complain of these experiences and to help with the missing parts, they simply denied saying that iam out of the **** miles or 100 day warranty period.This is really a Bad experience, as not only i ended up paying a lot of money, but it also was really frustrating and  waste of lot of time and effort and it seems like Carvana isn't inspecting  every part of the cars they are selling.I would not recommend to buy a used car through Carvana as they are not really helpful in resolving your issues once the car is sold.",no response,No response
1038,Carvana LLC,1126-1000037076,8003334554,1,03/02/2023,Stay away from them going on 4 months and still no paperwork to get a tag. steady giving me excuses. reaching out to a Law Firm.,no response,No response
1039,Carvana LLC,1126-1000037076,8003334554,1,03/02/2023,"Would rate zero stars if possible! Ordered a car and had the delivery window set up all wee. Only for them to call me during the  2-hour delivery window and tell me that they would not be able to get it to me for another 2 weeks. Then when i called to try to to have an appointment changed they told me they could not move around appointments, because i guess only my appointment was allowed to be messed with? Absolute garbage company.",no response,No response
1040,Carvana LLC,1126-1000037076,8003334554,1,03/02/2023,"Within 3 months I had engine failure and one of the ""new"" tires had to be replaced. Going back to dealers! Needed the car fixed fast and with Carvana I would have had to wait days.",no response,No response
1041,Carvana LLC,1126-1000037076,8003334554,1,03/01/2023,Keep away at all costs!! Totally dishonest and cant get straight answer from anotone and each person you talk with good es a different answer. PATHETIC. Did not disclose MAJOR ISSUES concerning my 2017 ********* Had to do 3 MAJOR repairs which came to ***** just months after purchasing it. Horrible horrible company; RUN DONT WALK,no response,No response
1042,Carvana LLC,1126-1000037076,8003334554,1,02/28/2023,"This has been the most horrible experience Ive ever had with a dealership. Their warranty company is even worse. *** lost so much money and time trying to rectify the situation to get nowhere. They cannot be trusted with anything they say to you and there are no recourse unless you *** them in court. They sold me a vehicle under false advertisement with a few minor chips on the photos. When the car was delivered it had so much more hidden damage that was not on the ad photos. They promised me due to their policy they would submit repairs to their warranty company and get everything to the original delivery standards. All the submissions were done and approved prior to me taking delivery of the car. I told them I didnt want to take delivery of the car wasnt repaired to the advertised condition. I was assured by both carvana and their warranty company silver rock everything was approved and would be taken care of. That was a lie. It was a nightmare from beginning to end. Silver rock denied repairs and estimates for weeks to the point that the repair shop actually asked me to come get my car that they would not continue to work with them. To this day I have not had any repairs completed and it has all most been a year. My vehicle was delivered with damaged tires, bent rims, splotchy paint, drips marks, deep scratches and dents all of which were not on the ad. I paid ***** for this vehicle and its a terrible experience that Im trapped in",no response,No response
1043,Carvana LLC,1126-1000037076,8003334554,1,02/28/2023,This place lied on the inspection report & advertisement. The car was NOT what was listed. Lots of mechanical issues that their warranty will not cover to repair.,no response,No response
1044,Carvana LLC,1126-1000037076,8003334554,1,02/27/2023,"Horrible company to do business with we had an agreement. I signed all the required documents submitted all my insurance verification for delivery cleaned out my vehicle that they were going to trade for. They told me they would be here at 1:30 PM on February ************************************************ even bother to call me then when I finally get through to them via text, they say oh the vehicle you were buying is unavailable due to remodeling issues white in the world is that they send me a verification the deal is approved and done and the clean out my vehicle then they never show up. They try to make me a counter offer by offering me **** less than water originally was agreed-upon horrible horrible service. I only give them one star because I had to put something in order to submit it.",no response,No response
1045,Carvana LLC,1126-1000037076,8003334554,1,02/26/2023,"I had purchased a used car from Carvana paying for all fee's including the tags and extra coverage from the Carvana care. My first complaint is my tags only covering 6 months not the year that I paid for. My air condition had started blowing warm in the middle of summer about 4 months . So my problem was it was not covered because the system was tampered with which was not spotted in their expectation, which cost me over $500. My other complaint is that I had 2 blowouts and one flat on the tires that came with the car. I would not recommend this to anyone.",no response,No response
1046,Carvana LLC,1126-1000037076,8003334554,1,02/25/2023,"Bought a car and on the 100th day I got an oil change and inspection and there's over $2000 of repairs that should have been part of their 150 point inspection. When told my rotors are rusted and have hot spots and my breaks are at 2mm, shocks are leaking my first thought was there's no way I caused that wear and tear. It was worn and torn when I bought it and they say there's nothing they can do. Small claims court can. It was still under warranty on that 100th day but couldn't get repairs claim because it was a Saturday and around 5 pm.",no response,No response
1047,Carvana LLC,1126-1000037076,8003334554,1,02/25/2023,"First impression wasnt great. When the carvana truck arrived with my new car, the associate crashed it into my neighbors car while unloading it while I literally watched in what felt like slow motion. We didnt see any body damage to either vehicles so I signed for the car and took it directly to my mechanic to check it out. Many issues were found. The tires on a 4WD were all mismatched and there was no maintenance record of when they were added so while the tread was fine, we couldnt rule out dry rot. The steering wheel was off center and pulled to the right and the front tire roters were rusted and needed to be fully replaced. In addition, I found a crack in the windshield that wasnt noted anywhere, the car wasnt clean/detailed and it arrived with less than a quarter tank of gas and a nasty AC and oil filter. Justbasic things that any inspection wouldve found. Carvana touts a rigorous 150 point inspection, so thats obviously ****, their delivery people are not trained well (hes been over an hour late for delivery and 2 return windows) and generally dont really give a c*** on the conditions their cars arrive in. Instead of fighting with their claims team to try to get the repairs made, I decided to return the car. I have zero reason to trust that Carvana would care enough about me as a customer or my experience to help me with repairs, and have first hand knowledge from other Carvana buyers that they do everything they can to not pay for repairs to the vehicles they sell. Its clear to me the old carvana is dead and this company is going down the drain. If youre on the fence, just dont risk it. If it sounds easy and convenient, its probably too good to be true.",no response,No response
1048,Carvana LLC,1126-1000037076,8003334554,2,02/21/2023,"Great difficulty In applying for car. Each person I talked to had different information; app difficult to follow; car not delivered until 2 weeks after scheduled time,  and most importantly price of car was increased and supposed credit for trading my  car With carvana was not applied",no response,No response
1049,Carvana LLC,1126-1000037076,8003334554,1,02/21/2023,"Hello, my name is *********************. I recently bought a 2014 **** focus 6 months ago on August 30th 2022 and already the transmission went out I really feel misleaded I don't know much about cars but I believed them when they said the car passed the inspection. I just took the car the mechanic the other day to see why the car isnt running properly and told me the transmissions had to be going bad when I bought it because it's not normal for a transmission to go out in 6 months. So i think it's crazy how i have to be stuck with a car that I can't drive and even wrong that i have to keep paying. I keep calling carvana, and they are saying there's nothing they can do. I think it's wrong for them to sell cars knowing it's not good and I wonder why they are facing lawsuits..",no response,No response
1050,Carvana LLC,1126-1000037076,8003334554,2,02/20/2023,Trying to purchase A Car from Carvana was a nightmare. First there were many glitches in the App. Second when I did find A Car the down payment kept changing. Each time I went to the App it just got worse. FFS if your App isnt supported by Safari just say so! I spoke with so many People that Im just confused this is worse than going into a Dealership.,no response,No response
1051,Carvana LLC,1126-1000037076,8003334554,1,02/20/2023,I would not purchase from Carvana.  I tried as I was in ** and needed a car in another state. The car that was delivered is missing lug nuts and the key fob is broken. Carvana feels since these are considered removable parts it is ok. So I have a car that is missing a lug nut that holds the tire onto the car and a key fob that will consistently work to get in and out of the car.,no response,No response
1052,Carvana LLC,1126-1000037076,8003334554,1,02/20/2023,"I was trying to buy a 2013 Acadia, I was trading in my 2006 expedition. I was asked for a paper title and I explained to the associate that ******* does not have paper titles and that they only have * Titles. The associate said i was good to go and a hour later i got another denial letter saying that they do not except e titles and i once again explained i did not have a paper title and that the last associate i spoke with said that Carvana does except * titles from ******* as they said there were only two states that they except * titles and ******* is one. They said they would resubmit the * title and i would be good to go. I then messaged  Carvana's text line and then again another message saying they will not except my e title and that they needed a paper title.  I called back to Carvana and once again they stated they were sorry that they do not except paper * titles and once again i had explained that i did not have a paper title and that i was told by two prior associates that this would be taken care of, now the associate i called said the same thing as the last two associates, but stated that i had nothing to worry about and i would get my vehicle on Wednesday 22. I get another message on Monday 20 that they cannot except my e title and that there is nothing else they can do .  Very fustrating and felt this was a very disorganized and seemingly that none of there employees have the correct policies.",no response,No response
1053,Carvana LLC,1126-1000037076,8003334554,1,02/19/2023,"I was trying to purchase a 2010 corvette I submitted all my documentation my proof of insurance and a picture of the cashier check on February 13th 2023, carvana insisted on all of this documentation submitted or delivery will be rescheduled  Promising I will take delivery today on 02/18/23 at 1:30pm at the ************ location. I maintain my end of the Agreement by submitting all my paperwork getting insurance on a car I didnt receive which wasnt cheap I might add all to be contacted at 9:45 by via email that I will not receive the car due to transportation issues I called carvana for more information regarding this matter and was informed that the car was unfit to drive due to the power steering if that was the case why would you schedule a pick up transport the vehicle and cancel the day of the transaction. Carvana claims they do a 150 inspection and I dont think they do that at all because I was also told no one at vending machine is a machanic so how would they be able to diagnose a problem with a vehicle just seems very sketchy. I think carvana should be ashamed how they are not only wasting people's time they're also wasting people money on broken promises by ******* some to get in all the paperwork they need from you when they cant even deliver a vehicle. For the lack of communication and customer service I received I canceled my order and will not be doing business with I may have saved myself a headache in the future because I just seen a story about them on inside edition regarding the same matter. Carvana is not what they seem to pertray and its deceitful!!!",no response,No response
1054,Carvana LLC,1126-1000037076,8003334554,1,02/18/2023,Ordered a car on 2/9 and scheduled a delivery for 2/18. No updates until 20 minutes before delivery was scheduled and the update was to inform me that there was something wrong with the car. The associate that contacted me tried to reschedule a drop off for 2/20 and scheduled it for 2/27 and Carvana would do nothing about the fact that I would be without a car for an extended amount of time because they didnt check on the car a couple days before hand to check for any issues. After talking to the associate a few times I asked if I could see the vehicle the day it was supposed to be delivered and see if I even wanted to go through with it and he agreed then called me back saying the vehicle didnt even turn on. I immediately canceled my order and Im back to the drawing board on a new car after wasting a week waiting on information from Carvana. I would not recommend purchasing a car just for the fact that they do not communicate well with customers.,no response,No response
1055,Carvana LLC,1126-1000037076,8003334554,1,02/18/2023,"Buyer beware, just because theyre on commercials doesnt mean theyre not frauds. I purchased a vehicle from them on Feb 12th for delivery on Friday the 17th. Signed all paperwork, linked my bank account, met with there notary (FaceTime) and confirmed my delivery time, signed my contract and got insurance. All, was suppose to be on track. Then they went silent, they claimed there app would allow me to track the delivery( it was never updated) That I would also receive text notifications and emails of the status. Well Friday 1:30 no car. I message there chat during the time frame asking for an update. I called and asked there representatives for clarification. First I was told they came two hours early and nobody was home, then I was told they came 15 minutes late and nobody was home. They also claimed to have called (no missed calls on my end). I then asked how to get it redelivered as I was home waiting for them. I was told they couldnt get ahold of the local hub and would call me back. Fast forward 6 hours later. I was informed by ****** ( a member of management) they upheld there obligation and Id have to wait and additional 6 days for the delivery. I chose to cancel and was then informed it would also take 5 days to refund my money. Im shocked at the lack of accountability, how rude the last representative was and am now worried my money has been stolen. Im short, its not worth the convenience. As the saying goes if it sounds to go to be true it probably is.",no response,No response
1056,Carvana LLC,1126-1000037076,8003334554,1,02/17/2023,"Carvana wants credit but doesnt want to take accountability. From the beginning, I told my clerk when I picked up my vehicle that Im military so I need my stuff sent to where Im station and not my residence (Active-military). My clerk said, they can transfer my registration which was not done. Complained to an online advocate and Carvana said it was past the 5day window to do a transfer so I have a new registration instead which I basically had to eat the cost of a new registration vs transferring my current one. I warned the advocate to send my new registration/plate to my address where Im station, they sent a msg to their registration team to do so. Contacted again when I did not see ***** route to my station state, they said they will follow up and ensure it gets re-routed. Contacted again since my plates were delivered to the wrong address, they told me Carvana did everything they are suppose to do and it was vendors fault but asked me to fix it since I didnt contact them sooner which took me by surprised since I mentioned it day 1 when I picked up the car. Advocate said well the clerk took pics and did not notate it properly so they only seen on Day5 I contacted them about it. The options they gave me was get a duplicate plate from dmv or get it at the address it was sent which is states away. Carvana should not expect a customer to fix a mistake that could have been prevented by them and was caused by them. As an active service member, it was disheartening.",no response,No response
1057,Carvana LLC,1126-1000037076,8003334554,1,02/17/2023,Carvana still owes me $400 for a return. Every time I reach out to the agent helping me I get ignored.,no response,No response
1058,Carvana LLC,1126-1000037076,8003334554,1,02/17/2023,"I setup a purchase online for a vehicle, provided my payment information, signed documents requested and was told that the vehicle would be ready for pickup on Sunday 2/19/23. Today, 2/17/23 I verified the down payment was removed from my account and received another call stating that my payment wasnt showing so they would have to reschedule. I advised the representative that this would not work for me and I can provide proof that the funds have been removed. This representative stated that there was nothing they could do because they dont see it. I was in the middle of my workday and disconnected the call because I could not continue speaking with them.  Ive now received an email starting that the car has been placed for purchase on their website because they were not able to verify information. When I attempted to reschedule pickup, I was asked to make another down payment.  In attempt to call this business back, I was remained on hold and couldnt reach a representative. This company is horrible and does not utilize fair business practices.",no response,No response
1059,Carvana LLC,1126-1000037076,8003334554,1,02/16/2023,"I bought a 2014 kia ******* 11/2023. i was having some problems with so i was told from carvana to set up an appointment with a kia ****** which i did, i could not get thr appt until 3 weeks later. So when i finally got the appt there were some things wrong back brakes and rotors were bad. The baffles in the exhaust pipe were bad, my seat had issues with heating and the whole coolant system was full of corrasion and rust beacause the car came from Ny and all of the salt and snow it needed a new waterpump,radiator, thermostat and had to be flushed. The *** ****** sent all the findings to Silverock which is carvanas warranty place. ******** would only pay for the seat heater and the muffler pipe.  So therefore, i called carvana myself and explained the situation and the advocate i was talking to put me on hold for a few minutes later after talking to a supervisior and came back on the line and said i have good news everything will be covered i repeated it and the phone  call was also recorded. Now that advocate no longer works for carvana.  So i called *** and told them that all the was covered per carvana. Mind you i have only had this vehicle 2.5 months and my 100 day warranty is not up till March7,2023. So now i have no vehicle *** will not give it back because silverock will only pay the *******, and they said i had to pay ******* i dont have tht kind of money. please help i have not had my vehicle in a week, I have had to find rides to work and everything else. I tried to call corporate left message no response. PLEASE HELP.",no response,No response
1060,Carvana LLC,1126-1000037076,8003334554,1,02/15/2023,"Where do I even begin with this company. First started when I ordered a ********** Golf, ordered it and the day before delivery it was delayed a week. I then decided I would purchase another car. I purchased a 2018 mustang and by a miracle it arrived. I took it to the **** garage and they told me it had over $1,000 worth of issues. Carvana said they would let me trade the vehicle in however, they have now delayed my new vehicle three times and left me with a broken mustang. Im not sure I will ever get my new car as its constantly been delayed. They blatantly lie to your face on the phone saying transportation delays when they know **** well thats not the issue. This company is going bankrupt for a reason, they dont know how to conduct proper business. When spending thousands on a new car you expect a certain service, the service received has been atrocious. Never shop with them. The only reason I ever brought a car from here was because of a certain situation, in all honesty Id rather walk than shop here again.",no response,No response
1061,Carvana LLC,1126-1000037076,8003334554,1,02/15/2023,"I purchased a 2017 ****** Camry from Carvana in Jan of 2023. It was advertised as free shipping. When I was going over the contract I discovered I was charged for the $190 shipping fee and a $190 delivery fee. I went online to resolve the situation and had proof of the advertised free shipping ( printed out copy of the screen shot of the advertisment showing the free shipping) even after sending them a copy of the proof they refused to refund the false charges. As we were talking I brought up the ad on my computer. During the time I was online with them (75 mins ) they altered the ad to add on shipping fees.  Then they deleted it entirely.   I believe they committed False Advertising and Fraud, both are crimes here in *********. Still I was refused a refund of the false charges.  Along with this I found 2 other cases where they misrepresented verbally clauses that were in the final contract. The second $190 charge for delivery is optional, but no one will inform you of this. I would have picked up my car had I was aware of this. The depot for Carvana is only 3.8 miles from my home.  Do not deal with Carvana.",no response,No response
1062,Carvana LLC,1126-1000037076,8003334554,1,02/15/2023,"Bought a 2014 cadillac cts with 11k miles. **** car but returned it after only having it one day. The oil pressure sensor alarm came on and stayed on at idle, at stop light, at stop signs , etc. They said they would fix and resale. It's up for resale now but carfax does not indicate it was fixed. Crooks !!!",no response,No response
1063,Carvana LLC,1126-1000037076,8003334554,1,02/15/2023,"They sell broken cars on purpose.  My car came with an oil leak in the manifold and old belts. Oh and had several chips in the windshield they covered with stickers.So i took my car to the shop and was told ther were 3 other carvana cars there ,,,one with broke motor mount ...one with a shifter that the car couldnt read so even though the car is in park and keys off the car still runs ....and then there the guy who had a car with NO brake pads any good lawyers out there ???",no response,No response
